Yanomami (Brazil)	6000	Vulnerable
Pengo	1254	Critically endangered
Laha (Lao Cai)	500	Definitely endangered
Bade	250000	Vulnerable
Biete	19000	Definitely endangered
Umpila	12	Severely endangered
Q'eqchi' (Guatemala)	716101	Vulnerable
Faire Atta	300	Severely endangered
Pyu	0	Extinct
Zapotec of San Bartolo Yautepec	246	Severely endangered
Enggano	700	Vulnerable
Stoney	2765	Vulnerable
Yakkha	14648	Critically endangered
Mizo	529000	Vulnerable
Torwali	60000	Definitely endangered
Hpun	0	Extinct
Pontic Greek	300000	Definitely endangered
K'emant	1500	Severely endangered
Tule-Kaweah Yokuts	10	Critically endangered
Judezmo (Israel)	400000	Severely endangered
Bharmauri	3976	Definitely endangered
Choyi	7000	Definitely endangered
Juhur (Caucasus)	3016	Definitely endangered
Orang Kanaq	0	Extinct
